state,year,first_name,last_name,party,sex,died,status,win_margin,region,outcome,election_age,death_age,lived_after
Delaware,1988,Jacob,Kreshtoll,Democrat,Male,2017-04-11,Challenger,-41.4624388983577,South,Lose,70.16563997262149,98.59548254620123,28.42984257357974
Delaware,1992,B.,Scott,Republican,Male,2008-02-17,Challenger,-32.8186900662742,South,Lose,59.813826146475016,75.0965092402464,15.28268309377139
Florida,1852,James,Broome,Democrat,Male,1883-11-23,Challenger,2.4244513386188657,South,Win,43.89048596851472,74.93771389459275,31.04722792607803
Florida,1860,John,Milton,Democrat,Male,1865-04-01,Challenger,10.770631067961162,South,Win,53.54688569472964,57.949349760438054,4.402464065708419
Florida,1865,David,Walker,Democrat,Male,1891-07-20,Challenger,100,South,Win,50.51334702258727,76.21629021218344,25.702943189596166
Florida,1868,Harrison,Reed,Republican,Male,1899-05-25,Challenger,30.200433369447445,South,Win,55.19507186858316,85.74401095140315,30.548939082819988
Florida,1872,Ossian,Hart,Republican,Male,1874-03-18,Challenger,4.757937334483884,South,Win,51.800136892539356,53.163586584531146,1.3634496919917864
Florida,1876,George,Drew,Democrat,Male,1900-09-26,Challenger,1.0199265324550026,South,Win,49.25119780971937,73.13894592744695,23.887748117727583
Florida,1876,Marcellus,Stearns,Republican,Male,1891-12-08,Challenger,-1.0199265324550026,South,Lose,37.52224503764545,52.610540725530456,15.08829568788501
Florida,1880,William,Bloxham,Democrat,Male,1911-03-15,Challenger,9.800886240058825,South,Win,45.327857631759066,75.67967145790554,30.351813826146476
Florida,1880,Simon,Conover,Republican,Male,1908-04-19,Challenger,-9.800886240058825,South,Lose,40.11772758384668,67.56741957563312,27.449691991786448
Florida,1884,Edward,Perry,Democrat,Male,1889-10-15,Challenger,7.056253231266993,South,Win,53.64544832306639,58.587268993839835,4.941820670773443
Florida,1888,Francis,Fleming,Democrat,Male,1908-12-20,Challenger,20.7419645539201,South,Win,47.1047227926078,67.22518822724162,20.12046543463381
Florida,1892,Henry,Mitchell,Democrat,Male,1903-10-14,Challenger,58.56390475484014,South,Win,61.17453798767967,72.10951403148529,10.934976043805612
Florida,1896,William,Bloxham,Democrat,Male,1911-03-15,Challenger,53.244409351118136,South,Win,61.327857631759066,75.67967145790554,14.351813826146476
Florida,1900,William,Jennings,Democrat,Male,1920-02-27,Challenger,63.92165653282524,South,Win,37.61806981519507,56.92813141683778,19.310061601642712
Florida,1904,Napoleon,Broward,Democrat,Male,1910-10-01,Challenger,64.01154891304347,South,Win,47.54551676933607,53.44832306639288,5.90280629705681
Florida,1908,John,Cheney,Republican,Male,1922-06-02,Challenger,-67.31748081744284,South,Lose,49.828884325804246,63.40041067761807,13.571526351813826
Florida,1908,Albert,Gilchrist,Democrat,Male,1926-05-15,Challenger,67.31748081744284,South,Win,50.80355920602327,68.32580424366871,17.522245037645447
Florida,1912,Park,Trammell,Democrat,Male,1936-05-08,Challenger,83.4289264888634,South,Win,36.57221081451061,60.0766598220397,23.50444900752909
Florida,1916,Sidney,Catts,Third party,Male,1936-03-09,Challenger,13.16802358024868,South,Win,53.26488706365503,72.6050650239562,19.340177960301162
Florida,1916,William,Knott,Democrat,Male,1965-04-03,Challenger,-13.16802358024868,South,Lose,52.94729637234771,101.35523613963039,48.407939767282684
Florida,1920,Cary,Hardee,Democrat,Male,1957-11-21,Challenger,62.59601399426077,South,Win,43.97535934291581,81.01848049281314,37.04312114989733
Florida,1924,John,Martin,Democrat,Male,1900-07-01,Challenger,65.58025177025964,South,Win,68.07118412046543,43.723477070499655,-24.347707049965777
Florida,1928,Doyle,Carlton,Democrat,Male,1972-10-25,Challenger,21.94781351525631,South,Win,43.331964407939765,87.30184804928132,43.969883641341546
Florida,1928,W.,Howey,Republican,Male,1938-06-07,Challenger,-21.94781351525631,South,Lose,52.79397672826831,62.379192334017795,9.585215605749486
Florida,1932,W.,Howey,Republican,Male,1938-06-07,Challenger,-33.24367920513032,South,Lose,56.79397672826831,62.379192334017795,5.585215605749487
Florida,1932,David,Sholtz,Democrat,Male,1953-03-21,Challenger,33.24367920513032,South,Win,41.08145106091718,61.45379876796714,20.372347707049965
Florida,1936,Fred,Cone,Democrat,Male,1948-07-28,Challenger,61.8260120585702,South,Win,65.10335386721424,76.82956878850102,11.72621492128679
Florida,1940,Spessard,Holland,Democrat,Male,1971-11-06,Challenger,100,South,Win,48.32032854209446,79.32101300479124,31.000684462696782
Florida,1944,Bert,Acker,Republican,Male,1960-03-07,Challenger,-57.883069012107626,South,Lose,62.12183436002738,77.45653661875428,15.3347022587269
Florida,1944,Millard,Caldwell,Democrat,Male,1984-10-23,Challenger,57.883069012107626,South,Win,47.742642026009584,87.70704996577686,39.964407939767284
Florida,1948,Bert,Acker,Republican,Male,1960-03-07,Challenger,-66.7172189540484,South,Lose,66.12183436002738,77.45653661875428,11.3347022587269
Florida,1948,Fuller,Warren,Democrat,Male,1973-09-23,Challenger,66.7172189540484,South,Win,43.09103353867214,67.97262149212868,24.88158795345654
Florida,1952,Daniel,Mccarty,Democrat,Male,1953-09-28,Challenger,49.66661553653088,South,Win,40.799452429842574,41.69472963723477,0.8952772073921971
Florida,1956,Leroy,Collins,Democrat,Male,1991-03-12,Incumbent,47.3792613426389,South,Win,47.657768651608485,82.00410677618069,34.34633812457221
Florida,1960,Farris,Bryant,Democrat,Male,2002-03-01,Challenger,19.690166506616087,South,Win,46.280629705681044,87.59753593429159,41.31690622861054
Florida,1964,Haydon,Burns,Democrat,Male,1987-11-22,Challenger,15.264181705601317,South,Win,52.63791923340178,75.68240930869267,23.044490075290895
Florida,1966,Robert,High,Democrat,Male,1967-08-30,Challenger,-10.269547334773256,South,Lose,42.573579739904176,43.389459274469544,0.8158795345653662
Florida,1966,Claude,Kirk,Republican,Male,2011-09-28,Challenger,10.269547334773256,South,Win,40.82683093771389,85.72210814510609,44.8952772073922
Florida,1970,Reubin,Askew,Democrat,Male,2014-03-13,Challenger,13.756451713561262,South,Win,42.1492128678987,85.5003422313484,43.351129363449694
Florida,1970,Claude,Kirk,Republican,Male,2011-09-28,Incumbent,-13.756451713561262,South,Lose,44.82683093771389,85.72210814510609,40.8952772073922
Florida,1974,Reubin,Askew,Democrat,Male,2014-03-13,Incumbent,22.397604014893965,South,Win,46.1492128678987,85.5003422313484,39.351129363449694
Florida,1974,Jerry,Thomas,Republican,Male,1980-07-01,Challenger,-22.397604014893965,South,Lose,45.516769336071185,51.17043121149897,5.653661875427789
Florida,1978,Jack,Eckerd,Republican,Male,2004-05-19,Challenger,-11.171530325615656,South,Lose,65.47296372347706,91.00889801505818,25.53593429158111
Florida,1990,Lawton,Chiles,Democrat,Male,1998-12-12,Challenger,13.034059112692098,South,Win,60.591375770020534,68.69267624914443,8.101300479123887
Florida,1994,Lawton,Chiles,Democrat,Male,1998-12-12,Incumbent,1.5201817561071138,South,Win,64.59137577002053,68.69267624914443,4.101300479123887
Florida,2002,Bill,Mcbride,Democrat,Male,2012-12-22,Challenger,-12.95734986177098,South,Lose,57.489390828199866,67.61943874058863,10.130047912388775
Georgia,1868,Rufus,Bullock,Republican,Male,1907-04-27,Challenger,4.114102451674334,South,Win,34.60917180013689,73.07871321013005,38.469541409993155
Georgia,1868,John,Gordon,Democrat,Male,1904-01-09,Challenger,-4.114102451674334,South,Lose,36.747433264887064,71.92060232717317,35.17316906228611
Georgia,1872,Dawson,Walker,Republican,Male,1936-07-02,Challenger,-38.449415285999976,South,Lose,14.72416153319644,78.37645448323066,63.65229295003422
Georgia,1876,Alfred,Colquitt,Democrat,Male,1894-03-26,Challenger,52.46285730036661,South,Win,52.544832306639286,69.93018480492813,17.385352498288842
Georgia,1876,Jonathan,Norcross,Republican,Male,1898-12-18,Challenger,-52.46285730036661,South,Lose,68.55030800821355,90.66666666666667,22.116358658453116
Georgia,1880,Alfred,Colquitt,Democrat,Male,1894-03-26,Challenger,29.857689297485592,South,Win,56.544832306639286,69.93018480492813,13.385352498288844
Georgia,1882,Alexander,Stephens,Democrat,Male,1883-03-04,Challenger,41.140145009243355,South,Win,70.73237508555783,71.05817932922656,0.3258042436687201
Georgia,1884,Henry,Mcdaniel,Democrat,Male,1926-07-25,Challenger,100,South,Win,48.16974674880219,89.88364134154689,41.713894592744694
Georgia,1886,John,Gordon,Democrat,Male,1904-01-09,Challenger,100,South,Win,54.7460643394935,71.92060232717317,17.17453798767967
Georgia,1888,John,Gordon,Democrat,Male,1904-01-09,Challenger,100,South,Win,56.747433264887064,71.92060232717317,15.173169062286105
Georgia,1890,William,Northen,Democrat,Male,1913-03-25,Challenger,100,South,Win,55.3264887063655,77.70841889117042,22.38193018480493
Georgia,1892,William,Northen,Democrat,Male,1913-03-25,Challenger,33.44963740495319,South,Win,57.327857631759066,77.70841889117042,20.380561259411362
Georgia,1894,William,Atkinson,Democrat,Male,1899-08-08,Challenger,11.115795068709076,South,Win,39.983572895277206,44.73921971252567,4.75564681724846
Georgia,1896,William,Atkinson,Democrat,Male,1899-08-08,Challenger,17.795082868438293,South,Win,41.98494182067078,44.73921971252567,2.754277891854894
Georgia,1898,Allen,Candler,Democrat,Male,1910-10-26,Challenger,39.49733776939942,South,Win,64.00273785078713,75.97262149212868,11.969883641341546
Georgia,1900,Allen,Candler,Democrat,Male,1910-10-26,Challenger,57.149151795549685,South,Win,66.00136892539356,75.97262149212868,9.971252566735114
Georgia,1902,James,Hines,Third party,Male,1932-05-19,Challenger,-87.2213421493675,South,Lose,NA,NA,29.53593429158111
Georgia,1902,Joseph,Terrell,Democrat,Male,1912-11-17,Challenger,87.2213421493675,South,Win,41.412731006160165,51.44695414099932,10.03422313483915
Georgia,1904,Joseph,Terrell,Democrat,Male,1912-11-17,Challenger,100,South,Win,43.41409993155373,51.44695414099932,8.032854209445585
Georgia,1906,Hoke,Smith,Democrat,Male,1931-07-01,Challenger,100,South,Win,51.17316906228611,75.82477754962355,24.65160848733744
Georgia,1908,Joseph,Brown,Democrat,Male,1932-03-03,Challenger,81.06064270626743,South,Win,56.85420944558521,80.17796030116358,23.32375085557837
Georgia,1910,Joseph,Brown,Third party,Male,1932-03-03,Challenger,NA,South,NA,58.85284052019165,80.17796030116358,21.32511978097194
Georgia,1916,Hugh,Dorsey,Democrat,Male,1948-06-11,Challenger,100,South,Win,45.322381930184804,76.91991786447639,31.59753593429158
Georgia,1918,Hugh,Dorsey,Democrat,Male,1948-06-11,Challenger,100,South,Win,47.32101300479124,76.91991786447639,29.598904859685145
Georgia,1922,Clifford,Walker,Democrat,Male,1954-11-09,Challenger,100,South,Win,45.33607118412046,77.347022587269,32.01095140314853
Georgia,1924,Clifford,Walker,Democrat,Male,1954-11-09,Challenger,100,South,Win,47.337440109514034,77.347022587269,30.00958247775496
Georgia,1926,Lamartine,Hardman,Democrat,Male,1937-02-18,Challenger,100,South,Win,70.55715263518138,80.84599589322382,10.288843258042437
Georgia,1932,Eugene,Talmadge,Democrat,Male,1946-12-21,Challenger,100,South,Win,48.114989733059545,62.23956194387406,14.124572210814511
Georgia,1934,Eugene,Talmadge,Democrat,Male,1946-12-21,Challenger,100,South,Win,50.11362080766598,62.23956194387406,12.125941136208077
Georgia,1936,Eurith,Rivers,Democrat,Male,1967-06-11,Challenger,100,South,Win,40.92813141683778,71.52361396303901,30.595482546201232
Georgia,1938,Eurith,Rivers,Democrat,Male,1967-06-11,Challenger,100,South,Win,42.926762491444215,71.52361396303901,28.5968514715948
Georgia,1940,Eugene,Talmadge,Democrat,Male,1946-12-21,Challenger,100,South,Win,56.114989733059545,62.23956194387406,6.12457221081451
Georgia,1942,Ellis,Arnall,Democrat,Male,1992-12-13,Challenger,100,South,Win,35.630390143737166,85.73579739904176,50.105407255304584
Georgia,1946,Eugene,Talmadge,Democrat,Male,1946-12-21,Challenger,100,South,Win,62.11362080766598,62.23956194387406,0.12594113620807665
Georgia,1950,Herman,Talmadge,Democrat,Male,2002-03-21,Incumbent,100,South,Win,37.24024640657084,88.6132785763176,51.37303216974675
Georgia,1954,S.,Griffin,Democrat,Male,1982-06-13,Challenger,100,South,Win,47.17043121149897,74.77344284736482,27.603011635865844
Georgia,1958,S.,Vandiver,Democrat,Male,2005-02-21,Challenger,100,South,Win,40.342231348391515,86.63928815879535,46.29705681040383
Georgia,1962,Carl,Sanders,Democrat,Male,2014-11-16,Challenger,100,South,Win,37.4757015742642,89.50581793292265,52.030116358658454
Georgia,1966,Howard,Callaway,Republican,Male,2014-03-15,Challenger,0.3360643863535131,South,Win,39.59479808350445,86.9514031485284,47.356605065023956
Georgia,1966,Lester,Maddox,Democrat,Male,2003-06-25,Challenger,-0.3360643863535131,South,Lose,51.09924709103354,87.73442847364818,36.63518138261465
Georgia,1970,Hal,Suit,Republican,Male,1994-11-20,Challenger,-18.69481787867251,South,Lose,48.596851471594796,72.63791923340177,24.041067761806982
Georgia,1974,George,Busbee,Democrat,Male,2004-07-16,Challenger,38.2164570622616,South,Win,47.24709103353867,76.94182067077344,29.694729637234772
Georgia,1978,George,Busbee,Democrat,Male,2004-07-16,Incumbent,61.32884470002762,South,Win,51.24709103353867,76.94182067077344,25.694729637234772
Georgia,1978,Rodney,Cook,Republican,Male,2013-01-13,Challenger,-61.32884470002762,South,Lose,54.620123203285424,88.8104038329911,34.19028062970568
Georgia,1990,Zell,Miller,Democrat,Male,2018-03-23,Challenger,8.570283518859839,South,Win,58.69678302532512,86.07529089664614,27.378507871321013
Georgia,1994,Zell,Miller,Democrat,Male,2018-03-23,Incumbent,2.1067147609812267,South,Win,62.69678302532512,86.07529089664614,23.378507871321013
Hawaii,1959,John,Burns,Democrat,Male,1975-04-05,Challenger,-2.459488849406071,West,Lose,50.600958247775495,66.01505817932923,15.41409993155373
Hawaii,1959,Willam,Quinn,Republican,Male,2006-08-28,Challenger,2.459488849406071,West,Win,40.31485284052019,87.12662559890487,46.81177275838467
Hawaii,1962,John,Burns,Democrat,Male,1975-04-05,Challenger,16.63189041654975,West,Win,53.60164271047228,66.01505817932923,12.413415468856947
Hawaii,1962,Willam,Quinn,Republican,Male,2006-08-28,Incumbent,-16.63189041654975,West,Lose,43.31553730321698,87.12662559890487,43.81108829568789
Hawaii,1966,John,Burns,Democrat,Male,1975-04-05,Incumbent,2.118556604304672,West,Win,57.60164271047228,66.01505817932923,8.413415468856947
Hawaii,1966,Randolph,Crossley,Republican,Male,2004-02-23,Challenger,-2.118556604304672,West,Lose,62.32169746748802,99.62217659137578,37.30047912388775
Hawaii,1970,John,Burns,Democrat,Male,1975-04-05,Incumbent,15.294422762391193,West,Win,61.60164271047228,66.01505817932923,4.413415468856948
Hawaii,1970,Samuel,King,Republican,Male,2010-12-07,Challenger,-15.294422762391193,West,Lose,54.562628336755644,94.65023956194388,40.087611225188226
Hawaii,1974,Randolph,Crossley,Republican,Male,2004-02-23,Challenger,-9.1624273983577,West,Lose,70.32169746748802,99.62217659137578,29.300479123887747
Hawaii,1994,Frank,Fasi,Third party,Male,2010-02-03,Challenger,-8.793564819292648,West,Lose,74.19028062970568,89.43737166324435,15.247091033538672
Idaho,1890,George,Shoup,Republican,Male,1904-12-21,Challenger,12.707303679297084,West,Win,54.390143737166326,68.51471594798083,14.124572210814511
Idaho,1892,William,Mcconnell,Republican,Male,1925-03-30,Challenger,9.4266407974844455,West,Win,53.13347022587269,85.52772073921972,32.394250513347025
Idaho,1894,William,Mcconnell,Republican,Male,1925-03-30,Challenger,17.814068901840848,West,Win,55.13210130047912,85.52772073921972,30.39561943874059
Idaho,1898,A.,Moss,Republican,Male,1914-03-19,Challenger,-16.90611728562392,West,Lose,48.988364134154686,64.35318275154005,15.364818617385353
Idaho,1900,D.,Standrod,Republican,Male,1942-12-21,Challenger,-3.920429795266436,West,Lose,-158.11635865845312,-115.9917864476386,42.12457221081451
Idaho,1902,Frank,Hunt,Democrat,Male,1906-11-25,Challenger,-10.109681319630369,West,Lose,40.884325804243666,44.93908281998631,4.054757015742642
Idaho,1902,John,Morrison,Republican,Male,1915-12-20,Challenger,10.109681319630369,West,Win,41.8590006844627,54.98151950718686,13.122518822724162
Idaho,1904,Frank,Gooding,Republican,Male,1928-06-24,Challenger,26.652452025586346,West,Win,45.13620807665982,68.76933607118411,23.633127994524298
Idaho,1904,Henry,Heitfeld,Democrat,Male,1938-10-21,Challenger,-26.652452025586346,West,Lose,45.81245722108145,79.77002053388091,33.95756331279945
Idaho,1906,Frank,Gooding,Republican,Male,1928-06-24,Challenger,13.096255266491852,West,Win,47.134839151266256,68.76933607118411,21.634496919917865
Idaho,1908,Moses,Alexander,Democrat,Male,1932-01-04,Challenger,-8.770693906305034,West,Lose,54.97604380561259,78.13826146475017,23.16221765913758
Idaho,1908,James,Brady,Republican,Male,1918-01-13,Challenger,8.770693906305034,West,Win,46.39835728952772,55.58658453114305,9.188227241615332
Idaho,1910,James,Brady,Republican,Male,1918-01-13,Challenger,-1.1074402662806122,West,Lose,48.39698836413415,55.58658453114305,7.189596167008898
Idaho,1910,James,Hawley,Democrat,Male,1929-08-03,Challenger,1.1074402662806122,West,Win,63.79739904175222,82.54072553045859,18.743326488706366
Idaho,1912,John,Haines,Republican,Male,1917-06-04,Challenger,1.5666174383922566,West,Win,49.842573579739906,54.42026009582478,4.577686516084873
Idaho,1912,James,Hawley,Democrat,Male,1929-08-03,Challenger,-1.5666174383922566,West,Lose,65.79876796714579,82.54072553045859,16.7419575633128
Idaho,1914,Moses,Alexander,Democrat,Male,1932-01-04,Challenger,8.26332601998476,West,Win,60.97467488021903,78.13826146475017,17.163586584531142
Idaho,1914,John,Haines,Republican,Male,1917-06-04,Challenger,-8.26332601998476,West,Lose,51.841204654346335,54.42026009582478,2.5790554414784395
Idaho,1916,Moses,Alexander,Democrat,Male,1932-01-04,Challenger,0.44974917834284867,West,Win,62.97604380561259,78.13826146475017,15.162217659137577
Idaho,1916,David,Davis,Republican,Male,1959-08-05,Challenger,-0.44974917834284867,West,Lose,43.53456536618754,86.28062970568104,42.7460643394935
Idaho,1918,David,Davis,Republican,Male,1959-08-05,Challenger,19.89804941482444,West,Win,45.53319644079398,86.28062970568104,40.747433264887064
Idaho,1918,H.,Samuels,Democrat,Male,1948-02-23,Challenger,-19.89804941482444,West,Lose,49.58521560574949,78.88569472963724,29.300479123887747
Idaho,1920,David,Davis,Republican,Male,1959-08-05,Challenger,32.592313818846996,West,Win,47.53456536618754,86.28062970568104,38.7460643394935
Idaho,1922,Charles,Moore,Republican,Male,1958-03-19,Challenger,11.006655391306252,West,Win,56.68720054757016,92.05475701574264,35.36755646817249
Idaho,1922,H.,Samuels,Third party,Male,1948-02-23,Challenger,-11.006655391306252,West,Lose,53.58521560574949,78.88569472963724,25.300479123887747
Idaho,1924,Charles,Moore,Republican,Male,1958-03-19,Challenger,5.863026114541441,West,Win,58.68856947296372,92.05475701574264,33.36618754277892
Idaho,1924,H.,Samuels,Third party,Male,1948-02-23,Challenger,-5.863026114541441,West,Lose,55.58658453114305,78.88569472963724,23.299110198494184
Idaho,1926,H.,Baldridge,Republican,Male,1947-06-08,Challenger,28.571876011400768,West,Win,57.94387405886379,78.53251197809719,20.588637919233403
Idaho,1928,H.,Baldridge,Republican,Male,1947-06-08,Challenger,16.34411883736822,West,Win,59.945242984257355,78.53251197809719,18.587268993839835
Idaho,1928,C.,Ross,Democrat,Male,1946-03-31,Challenger,-16.34411883736822,West,Lose,51.854893908282,69.2539356605065,17.399041752224505
Idaho,1930,C.,Ross,Democrat,Male,1946-03-31,Challenger,12.05022062502843,West,Win,53.85352498288843,69.2539356605065,15.40041067761807
Idaho,1932,C.,Ross,Democrat,Male,1946-03-31,Challenger,25.764582861701335,West,Win,55.854893908282,69.2539356605065,13.399041752224504
Idaho,1934,C.,Ross,Democrat,Male,1946-03-31,Challenger,10.44788485666264,West,Win,57.85352498288843,69.2539356605065,11.40041067761807
Idaho,1936,Barzilla,Clark,Democrat,Male,1943-09-21,Challenger,15.951402321083172,West,Win,55.86858316221766,62.743326488706366,6.874743326488707
Idaho,1938,C.,Bottolfsen,Republican,Male,1964-07-18,Challenger,15.530671595140385,West,Win,47.069130732375086,72.76933607118411,25.700205338809035
Idaho,1938,C.,Ross,Democrat,Male,1946-03-31,Challenger,-15.530671595140385,West,Lose,61.85352498288843,69.2539356605065,7.40041067761807
Idaho,1940,C.,Bottolfsen,Republican,Male,1964-07-18,Challenger,-0.9654686694307416,West,Lose,49.07049965776865,72.76933607118411,23.698836413415467
Idaho,1940,Chase,Clark,Democrat,Male,1966-12-30,Challenger,0.9654686694307416,West,Win,57.210130047912386,83.35934291581108,26.1492128678987
Idaho,1942,C.,Bottolfsen,Republican,Male,1964-07-18,Challenger,0.3012090001804495,West,Win,51.069130732375086,72.76933607118411,21.700205338809035
Idaho,1942,Chase,Clark,Democrat,Male,1966-12-30,Challenger,-0.3012090001804495,West,Lose,59.20876112251882,83.35934291581108,24.150581793292265
Idaho,1944,Charles,Gossett,Democrat,Male,1974-09-20,Challenger,5.284558706905244,West,Win,56.172484599589325,86.04517453798768,29.872689938398356
Idaho,1946,Charles,Robins,Republican,Male,1970-09-20,Challenger,12.737919322467532,West,Win,61.90554414784394,85.77960301163587,23.874058863791923
Idaho,1946,Arnold,Williams,Democrat,Male,1970-05-25,Incumbent,-12.737919322467532,West,Lose,48.45722108145106,72.0082135523614,23.550992470910334
Idaho,1950,Len,Jordan,Republican,Male,1983-06-30,Challenger,5.123247001836013,West,Win,51.474332648870636,84.12320328542094,32.648870636550306
Idaho,1950,Calvin,Wright,Democrat,Male,1988-07-01,Challenger,-5.123247001836013,West,Lose,41.347022587268995,79.00068446269678,37.65366187542779
Idaho,1954,Clark,Hamilton,Democrat,Male,1980-04-22,Challenger,-8.479349323304987,West,Lose,55.68788501026694,81.14989733059548,25.462012320328544
Idaho,1954,Robert,Smylie,Republican,Male,2004-07-17,Challenger,8.479349323304987,West,Win,40.01368925393566,89.71115674195757,49.6974674880219
Idaho,1958,A.,Derr,Democrat,Male,1970-04-01,Challenger,-1.9134392543694432,West,Lose,55.474332648870636,66.87748117727584,11.403148528405202
Idaho,1958,Robert,Smylie,Republican,Male,2004-07-17,Incumbent,1.9134392543694432,West,Win,44.01368925393566,89.71115674195757,45.6974674880219
Idaho,1962,Vernon,Smith,Democrat,Male,1966-05-02,Challenger,-9.278382800817369,West,Lose,49.347022587268995,52.83504449007529,3.488021902806297
Idaho,1962,Robert,Smylie,Republican,Male,2004-07-17,Incumbent,9.278382800817369,West,Win,48.01368925393566,89.71115674195757,41.6974674880219
Idaho,1966,Cecil,Andrus,Democrat,Male,2017-08-24,Challenger,-5.466646498260474,West,Lose,35.19780971937029,85.99863107460644,50.80082135523614
Idaho,1966,Don,Samuelson,Republican,Male,2000-01-20,Challenger,5.466646498260474,West,Win,53.275838466803556,86.48323066392882,33.20739219712526
Idaho,1970,Cecil,Andrus,Democrat,Male,2017-08-24,Challenger,4.445314794869283,West,Win,39.19780971937029,85.99863107460644,46.80082135523614
Idaho,1970,Don,Samuelson,Republican,Male,2000-01-20,Incumbent,-4.445314794869283,West,Lose,57.275838466803556,86.48323066392882,29.207392197125255
Idaho,1974,Cecil,Andrus,Democrat,Male,2017-08-24,Incumbent,45.63990619797289,West,Win,43.19780971937029,85.99863107460644,42.80082135523614
Idaho,1974,Jack,Murphy,Republican,Male,1984-05-03,Challenger,-45.63990619797289,West,Lose,49.163586584531146,58.65571526351814,9.492128678986996
Idaho,1978,John,Evans,Democrat,Male,2014-07-08,Incumbent,19.525254768425995,West,Win,53.79603011635866,89.46748802190281,35.671457905544145
Idaho,1978,Allan,Larsen,Republican,Male,2005-03-02,Challenger,-19.525254768425995,West,Lose,59.58932238193019,85.91101984941821,26.321697467488022
Idaho,1982,John,Evans,Democrat,Male,2014-07-08,Incumbent,1.288733990358999,West,Win,57.79603011635866,89.46748802190281,31.67145790554415
Idaho,1986,Cecil,Andrus,Democrat,Male,2017-08-24,Challenger,0.9485338823609196,West,Win,55.19780971937029,85.99863107460644,30.80082135523614
Idaho,1990,Cecil,Andrus,Democrat,Male,2017-08-24,Incumbent,36.410592308412085,West,Win,59.19780971937029,85.99863107460644,26.80082135523614
Illinois,1852,Joel,Matteson,Democrat,Male,1873-01-31,Challenger,11.233005092442651,Midwest,Win,44.24366872005476,64.48186173853524,20.238193018480494
Illinois,1856,William,Bissell,Republican,Male,1860-03-18,Challenger,2.1522670515728493,Midwest,Win,45.53319644079398,48.89801505817933,3.3648186173853527
Illinois,1856,William,Richardson,Democrat,Male,1875-12-27,Challenger,-2.1522670515728493,Midwest,Lose,45.804243668720055,64.94455852156058,19.140314852840522
Illinois,1860,James,Allen,Democrat,Male,1912-01-30,Challenger,-3.898814820624352,Midwest,Lose,38.76796714579056,89.99863107460644,51.23066392881588
Illinois,1860,Richard,Yates,Republican,Male,1873-11-27,Challenger,3.898814820624352,Midwest,Win,45.79876796714579,58.85831622176591,13.059548254620124
Illinois,1868,John,Eden,Democrat,Male,1909-06-09,Challenger,-11.00292501329551,Midwest,Lose,42.75975359342916,83.34839151266256,40.5886379192334
Illinois,1868,John,Palmer,Republican,Male,1900-09-25,Challenger,11.00292501329551,Midwest,Win,51.14579055441479,83.03080082135524,31.88501026694045
Illinois,1872,Richard,Oglesby,Republican,Male,1899-04-24,Challenger,9.35795428413742,Midwest,Win,48.28199863107461,74.7460643394935,26.46406570841889
Illinois,1876,Shelby,Cullom,Republican,Male,1914-01-28,Challenger,1.2266247159080592,Midwest,Win,46.954140999315534,84.18069815195072,37.22655715263518
Illinois,1876,Lewis,Steward,Democrat,Male,1896-08-27,Challenger,-1.2266247159080592,Midwest,Lose,51.95893223819302,71.76728268309377,19.808350444900753
Illinois,1880,Shelby,Cullom,Republican,Male,1914-01-28,Challenger,6.2491661417229665,Midwest,Win,50.954140999315534,84.18069815195072,33.22655715263518
Illinois,1880,Lyman,Trumbull,Democrat,Male,1896-06-25,Challenger,-6.2491661417229665,Midwest,Lose,67.06639288158796,82.70225872689939,15.63586584531143
Illinois,1884,Carter,Harrison,Democrat,Male,1893-10-28,Challenger,-2.231146741216648,Midwest,Lose,59.72073921971253,68.69815195071868,8.97741273100616
Illinois,1884,Richard,Oglesby,Republican,Male,1899-04-24,Challenger,2.231146741216648,Midwest,Win,60.28199863107461,74.7460643394935,14.464065708418891
Illinois,1888,Joseph,Fifer,Republican,Male,1938-08-06,Challenger,1.7344493472480167,Midwest,Win,48.02190280629706,97.76865160848733,49.74674880219028
Illinois,1888,John,Palmer,Democrat,Male,1900-09-25,Challenger,-1.7344493472480167,Midwest,Lose,71.14579055441479,83.03080082135524,11.885010266940451
Illinois,1892,John,Altgeld,Democrat,Male,1902-03-12,Challenger,2.75694186175685,Midwest,Win,44.851471594798085,54.195756331279945,9.344284736481862
Illinois,1892,Joseph,Fifer,Republican,Male,1938-08-06,Challenger,-2.75694186175685,Midwest,Lose,52.02190280629706,97.76865160848733,45.74674880219028
Illinois,1896,John,Tanner,Republican,Male,1901-05-23,Challenger,10.677252792889677,Midwest,Win,52.5886379192334,57.13073237508556,4.542094455852156
Illinois,1900,Samuel,Alschuler,Democrat,Male,1939-11-09,Challenger,-5.570951066535905,Midwest,Lose,40.95824777549623,79.96714579055441,39.00889801505818
Illinois,1900,Richard,Yates,Republican,Male,1873-11-27,Challenger,5.570951066535905,Midwest,Win,85.79603011635866,58.85831622176591,-26.937713894592743
Illinois,1904,Charles,Deneen,Republican,Male,1940-02-05,Challenger,30.874829318336396,Midwest,Win,41.50581793292265,76.75564681724846,35.2498288843258
Illinois,1904,Lawrence,Stringer,Democrat,Male,1942-12-05,Challenger,-30.874829318336396,Midwest,Lose,38.69404517453799,76.77481177275838,38.0807665982204
